DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
PAN,CLO,981,8010,0
PAN,CLO,79,632,0
PAN,CLO,280,2374,0
PAN,CLO,60,750,0
PAN,CLO,96,816,0
PAN,CLO,312,6117,0
PAN,CLO,23,828,0
PAN,CLO,74,1036,0
PAN,CLO,220,6570,0
PAN,CLO,170,4110,0
PAN,CLO,324,6870,0
PAN,CLO,189,3650,0
PAN,CLO,50,925,0
PAN,CLO,143,4653,0
PAN,CLO,94,1369,0
PAN,CLO,147,2763,0
PAN,CLO,3221,56959,0
PAN,CLO,431,6530,0
PAN,CLO,1016,18247,0
PAN,CLO,1589,21544,0
PAN,CLO,1351,17461,0
PAN,CLO,794,12100,0
PAN,CLO,152,1784,0
PAN,CLO,68,1205,0
PAN,CLO,137,2105,0
PAN,CLO,185,4170,0
PAN,CLO,74820,126596,0
PAN,CLO,63,11966,0
PAN,CLO,360,2676,0
PAN,CLO,489,1550,0
PAN,CLO,410,3605,0
PAN,CLO,191,1242,0
PAN,CLO,2738,411,0
PAN,CLO,854,231,0
PAN,CLO,3800,345,0
PAN,CLO,1482,915,0
PAN,CLO,102,92,0
PAN,CLO,7000,3220,0
PAN,CLO,21,774,0
PAN,CLO,20,542,0
PAN,CLO,30,452,0
PAN,CLO,84,1386,0
PAN,CLO,5,146,0
PAN,CLO,35,1414,0
PAN,CLO,10,462,0
PAN,CLO,15,588,0
PAN,CLO,27,1057,0
PAN,CLO,84,2973,0
PAN,CLO,64,1993,0
PAN,CLO,67,2516,0
PAN,CLO,73,1805,0
PAN,CLO,35,1195,0
PAN,CLO,274,3891,0
PAN,CLO,10000,208,0
PAN,CLO,396,8196,0
PAN,CLO,9082,2727,0
PAN,CLO,11520,806,0
PAN,CLO,200,56,0
PAN,CLO,6000,3420,0
PAN,CLO,4653,3011,0
PAN,CLO,2,99,0
PAN,CLO,6,200,0
PAN,CLO,28,596,0
PAN,CLO,65,2288,0
PAN,CLO,15,486,0
PAN,CLO,49,1562,0
PAN,CLO,30,1045,0
PAN,CLO,44,1267,0
PAN,CLO,16,533,0
PAN,CLO,7,312,0
PAN,CLO,7,359,0
PAN,CLO,7,280,0
PAN,CLO,100,1060,0
PAN,CLO,397,3512,0
PAN,CLO,3018,211,0
PAN,CLO,10,770,0
PER,BOG,88,43130,0
PER,BOG,1518,144441,0
PER,BOG,1,6005,0
PER,BOG,564,26217,0
PER,BOG,143,41945,0
PER,BOG,6,11357,0
PER,BOG,392,3197,0
PER,BOG,74,922,0
PER,BOG,1300,29052,0
PER,BOG,39,651,0
PER,BOG,2,4609,0
PER,BOG,17,8092,0
PER,BOG,100,3060,0
PER,BOG,2,5450,0
PER,BOG,2,1782,0
PER,BOG,170765,101792,0
PER,BOG,40,2169,0
PER,CLO,18944,3713,0
PER,CLO,132,2670,0
PER,CLO,688,8944,0
PER,CLO,1439,30136,0
PER,CLO,40,680,0
PRI,BOG,143,1996,0
PRI,BOG,3,720,0
PRI,BOG,896,14294,0
PRI,CLO,20,660,0
PRI,CLO,26,624,0
PRI,CLO,20,270,0
PRI,CLO,14,126,0
PRI,CLO,26,559,0
PRI,CLO,75,1308,0
PRI,CLO,253,3731,0
PRI,CLO,423,5183,0
PRI,CLO,54,513,0
PRI,CLO,51,582,0
PRI,CLO,62,1132,0
PRI,CLO,74,3270,0
PRI,CLO,47,1126,0
PRI,CLO,78,3337,0
PRI,CLO,909,17828,0
PRI,CLO,57,1868,0
PRI,CLO,26,936,0
PRI,CLO,50,1407,0
PRI,CLO,60,1928,0
PRI,CLO,21,668,0
PRI,CLO,30,885,0
PRI,CLO,53,931,0
PRI,CLO,50,1068,0
PRI,CLO,64,1401,0
PRI,CLO,349,6841,0
PRI,CLO,1250,37578,0
PRI,CLO,124,3109,0
PRI,CLO,778,15658,0
PRI,CLO,421,8217,0
PRI,CLO,1660,37428,0
PRI,CLO,145,2513,0
PRI,CLO,147,4115,0
PRI,CLO,48,1104,0
PRI,CLO,120,3635,0
PRI,CLO,2612,157,0
PRI,CLO,37,618,0
PRI,CLO,131,1730,0
PRI,CLO,10,422,0
PRI,CLO,28,546,0
PRI,CLO,43,1749,0
PRI,CLO,142,2522,0
PRI,CLO,53,1215,0
PRI,CLO,26,429,0
PRI,CLO,11,230,0
PRI,CLO,274,6374,0
PRI,CLO,204,5752,0
PRI,CLO,61,1220,0
PRI,CLO,43,821,0
PRI,CLO,80,1203,0
PRI,CLO,385,7657,0
PRI,CLO,32,1088,0
PRI,CLO,143,4191,0
PRI,CLO,55,1119,0
PRI,CLO,554,3761,0
PRI,CLO,9,2437,0
PRI,CLO,1,160,0
GBR,BOG,1821,13002,0
GBR,CTG,374,4884,0
DOM,BOG,2717,19495,0
DOM,BOG,615,5395,0
DOM,BOG,117,5155,0
DOM,BOG,97,108,0
DOM,BOG,36,72,0
DOM,BOG,65,36,0
DOM,BOG,36,72,0
DOM,BOG,3,100,0
DOM,BOG,17,213,0
DOM,BOG,530,6963,0
DOM,BOG,2445,70003,0
DOM,BOG,2146,61839,0
DOM,BOG,1000,2050,0
DOM,BOG,583,1969,0
DOM,CLO,4080,9057,0
DOM,CLO,6,1341,0
DOM,CLO,23,117,0
DOM,CLO,40,1020,0
DOM,CLO,20153,8421,0
DOM,CLO,8,4690,0
DOM,CLO,50,1900,0
DOM,CLO,90,5891,0
SGP,BOG,1065,6336,0
SGP,BOG,512,2366,0
SGP,BOG,905,7134,0
SGP,BOG,316,3898,0
SGP,BOG,105,1345,0
SGP,BOG,775,5487,0
ZAF,BOG,300,1501,0
SUR,CLO,1000,2025,0
SUR,CLO,350,2170,0
SUR,CLO,2500,5700,0
SUR,CLO,1000,1600,0
SUR,CLO,500,1100,0
SUR,CLO,1000,1550,0
SUR,CLO,1000,1800,0
TTO,CLO,114,3990,0
URY,BOG,21640,39505,0
URY,CLO,134,118870,0
VEN,BOG,2,20141,0
VEN,CLO,1,1284,0
VEN,CLO,300,14400,0
XCF,CLO,6930,27322,0
XCF,CLO,1403,6164,0
XCF,CLO,496,1424,0
XCF,CLO,1917,6235,0
XCF,CLO,227,811,0
XCF,CLO,156,2927,0
XCF,CLO,107,3124,0
XCF,CLO,26,467,0
XCF,CLO,38,1560,0
XCF,CLO,1608,7630,0
XCF,CLO,1490,5776,0
XCF,CLO,139,6842659,0
XCF,CLO,0,17614,0
XCF,CLO,1,74426,0
XCF,CLO,1,53805,0
XCF,CLO,109,5181730,0
XCF,CLO,9,399267,0
XCF,CLO,5,277594,0
XCF,CLO,1,50788,0
XCF,CLO,1648,1071,0
XCF,CLO,1100,5049,0
XCF,CLO,2,109370,0
XCF,CLO,79200,94011,0
XCF,CLO,1952400,2224720,0
XCF,CLO,1010,7587,0
XCF,CLO,973,4707,0
XCF,CLO,27,1269528,0
XCF,CLO,7602,19857,0
XCF,CLO,9,1341,0
XCF,CLO,75,20424,0
XCF,CLO,9,1527,0
XCF,CLO,23,1891,0
XCF,CLO,1,204,0
XCF,CLO,1,56,0
XCF,CLO,1,406,0
XCF,CLO,5,1415,0
XCF,CLO,51,9117,0
XCF,CLO,42,13852,0
XCF,CLO,12,1344,0
XCF,CLO,537,31555,0
XCF,CLO,2382,6222,0
PAN,CTG,28,26614,0
VEN,CUC,2800929,176417,0
VEN,CUC,148,1030,0
VEN,CUC,417,3490,0
VEN,CUC,2426,17429,0
VEN,CUC,397,3395,0
VEN,CUC,13862,82390,0
VEN,CUC,20000,7560,0
VEN,CUC,539045,190500,0
VEN,CUC,261427,209895,0
VEN,CUC,9684,69394,0
VEN,CUC,1734,13137,0
VEN,CUC,6000,13500,0
VEN,CUC,9498,41998,0
VEN,CUC,15000,50686,0
VEN,CUC,53,578,0
VEN,CUC,30,90,0
VEN,CUC,59,602,0
VEN,CUC,14167,10384,0
VEN,CUC,3850,8817,0
VEN,CUC,1628,2732,0
VEN,CUC,100,234,0
VEN,CUC,2707,40977,0
VEN,CUC,80,320,0
VEN,CUC,1356,963,0
VEN,CUC,4600,25534,0
VEN,CUC,11914,6857,0
VEN,CUC,26832,23448,0
VEN,CUC,990,6269,0
VEN,CUC,2616,5998,0
VEN,CUC,648,514,0
VEN,CUC,1602,12714,0
VEN,CUC,328,1050,0
VEN,CUC,80,1381,0
VEN,CUC,1230,3260,0
VEN,CUC,377,15102,0
VEN,CUC,16,163167,0
VEN,CUC,33,3000,0
VEN,CUC,2308,3394,0
VEN,CUC,50112,9640,0
VEN,CUC,120000,28200,0
VEN,CUC,7360,20222,0
VEN,CUC,499200,29746,0
VEN,CUC,5460,11662,0
VEN,CUC,420690,95218,0
VEN,CUC,23047,41330,0
VEN,CUC,19,52,0
VEN,CUC,387181,143596,0
VEN,CUC,18296,30394,0
VEN,CUC,1508,2154,0
VEN,CUC,9120,7717,0
VEN,CUC,5947,7742,0
VEN,CUC,827,1599,0
VEN,CUC,67250,20991,0
VEN,CUC,128,12582,0
VEN,CUC,119,759,0
VEN,CUC,154,682,0
VEN,CUC,28,193,0
VEN,CUC,56,427,0
VEN,CUC,140,647,0
VEN,CUC,119,552,0
VEN,CUC,63,406,0
VEN,CUC,720,3964,0
VEN,CUC,273,1281,0
VEN,CUC,224,1941,0
VEN,CUC,310,1410,0
VEN,CUC,88,710,0
VEN,CUC,56,464,0
VEN,CUC,140,1524,0
VEN,CUC,12,58,0
VEN,CUC,4,21,0
VEN,CUC,298,2975,0
VEN,CUC,83,747,0
VEN,CUC,2,14,0
VEN,CUC,122,1285,0
VEN,CUC,84,695,0
VEN,CUC,242,2494,0
VEN,CUC,56,255,0
VEN,CUC,28,244,0
VEN,CUC,25,253,0
VEN,CUC,28,217,0
VEN,CUC,153,1043,0
VEN,CUC,94,630,0
VEN,CUC,56,479,0
VEN,CUC,1140,21135,0
VEN,CUC,1440,1097,0
VEN,CUC,57648,26482,0
VEN,CUC,4,100,0
VEN,CUC,100,50,0
VEN,CUC,22,22,0
VEN,CUC,1200,390,0
VEN,CUC,6456,5376,0
VEN,CUC,4560,9302,0
VEN,CUC,52000,12352,0
VEN,CUC,499200,30261,0
VEN,CUC,34650,33264,0
VEN,CUC,93815,78711,0
VEN,CUC,9969,42468,0
VEN,CUC,2400,6948,0
VEN,CUC,7152,22687,0
VEN,CUC,46461,88088,0
VEN,CUC,500,5335,0
VEN,CUC,1150,15804,0
VEN,CUC,19,73,0
VEN,CUC,350,1309,0
VEN,CUC,31174,51388,0
VEN,CUC,485,1147,0
VEN,CUC,31139,39535,0
VEN,CUC,7441,11784,0
VEN,CUC,335,1007,0
VEN,CUC,4331,11397,0
VEN,CUC,3114,9790,0
VEN,CUC,23,40,0
VEN,CUC,1206,3436,0
VEN,CUC,51,102,0
VEN,CUC,6089,9802,0
VEN,CUC,35,58,0
VEN,CUC,1125,975,0
VEN,CUC,8721,37696,0
VEN,CUC,7052,31880,0
VEN,CUC,4773,23236,0
VEN,CUC,173,2583,0
VEN,CUC,721,25233,0
VEN,CUC,3533,6776,0
VEN,CUC,40300,65292,0
VEN,CUC,18885,72468,0
VEN,CUC,48825,255938,0
VEN,CUC,84938,72756,0
VEN,CUC,24111,22642,0
VEN,CUC,250,2135,0
VEN,CUC,3152,8099,0
VEN,CUC,42321,26069,0
VEN,CUC,1342,2284,0
VEN,CUC,1260,18750,0
VEN,CUC,30264,235909,0
VEN,CUC,2684,3352,0
VEN,CUC,5090,67470,0
VEN,CUC,200,5600,0
VEN,CUC,83,3748,0
VEN,CUC,10705,43891,0
VEN,CUC,24,7062,0
VEN,CUC,40,157,0
VEN,CUC,10,35,0
VEN,CUC,440,16439,0
VEN,CUC,312,33800,0
VEN,CUC,112888,66073,0
VEN,CUC,11,257,0
VEN,CUC,121595,47422,0
VEN,CUC,75,2840,0
VEN,CUC,7128,116186,0
VEN,CUC,35,133,0
VEN,CUC,300,2687,0
VEN,CUC,880,4290,0
VEN,CUC,17698,25024,0
VEN,CUC,960,2984,0
VEN,CUC,720,4957,0
VEN,CUC,120,916,0
VEN,CUC,60,473,0
VEN,CUC,60,395,0
VEN,CUC,120,805,0
VEN,CUC,1260,5952,0
VEN,CUC,752,3477,0
VEN,CUC,692,734,0
VEN,CUC,450,809,0
VEN,CUC,180,464,0
VEN,CUC,30410,29558,0
VEN,CUC,65935,51759,0
VEN,CUC,17550,36558,0
VEN,CUC,400,4509,0
VEN,CUC,64,2958,0
VEN,CUC,20,2210,0
VEN,CUC,62390,145607,0
VEN,CUC,4,31650,0
VEN,CUC,9064,36953,0
VEN,CUC,15,912,0
VEN,CUC,10,2749,0
VEN,CUC,3,19745,0
VEN,CUC,998,65602,0
VEN,CUC,1135,67199,0
VEN,CUC,6,2577,0
VEN,CUC,17762,35018,0
VEN,CUC,1775,15715,0
VEN,CUC,122,422,0
VEN,CUC,58,151,0
VEN,CUC,10,38,0
VEN,CUC,120,449,0
VEN,CUC,78,729,0
VEN,CUC,11869,21056,0
VEN,CUC,155,381,0
VEN,CUC,19347,28366,0
VEN,CUC,3556,4967,0
VEN,CUC,171,514,0
VEN,CUC,821,2481,0
VEN,CUC,945,2971,0
VEN,CUC,3,5,0
VEN,CUC,480,1354,0
VEN,CUC,21,42,0
VEN,CUC,867,1413,0
VEN,CUC,17,28,0
VEN,CUC,143,133,0
VEN,CUC,2345,10470,0
VEN,CUC,1171,6000,0
VEN,CUC,946,4148,0
VEN,CUC,260,1119,0
VEN,CUC,184,5229,0
VEN,CUC,246,863,0
VEN,CUC,5383,12037,0
VEN,CUC,20000,32800,0
VEN,CUC,13950,73125,0
VEN,CUC,60686,48504,0
VEN,CUC,7,1216,0
VEN,CUC,66,44,0
VEN,CUC,143,1783,0
VEN,CUC,116,1365,0
VEN,CUC,673,1189,0
VEN,CUC,317,1545,0
VEN,CUC,249,123,0
VEN,CUC,100,330,0
VEN,CUC,1129,17852,0
VEN,CUC,200,365,0
VEN,CUC,10800,9180,0
VEN,CUC,21330,18131,0
VEN,CUC,1,35257,0
VEN,CUC,91,16635,0
VEN,CUC,30,1950,0
VEN,CUC,4,140,0
VEN,CUC,66,8045,0
VEN,CUC,10,1870,0
VEN,CUC,26,5335,0
VEN,CUC,210,1361,0
VEN,CUC,5,5,0
VEN,CUC,0,50,0
VEN,CUC,7,35,0
VEN,CUC,0,40,0
VEN,CUC,25,25,0
VEN,CUC,883,400,0
VEN,CUC,442,250,0
VEN,CUC,1,5,0
VEN,CUC,168,250,0
VEN,CUC,650,728,0
VEN,CUC,8750,2713,0
VEN,CUC,3000,780,0
VEN,CUC,2000,340,0
VEN,CUC,4000,360,0
VEN,CUC,5625,13219,0
VEN,CUC,600,198,0
VEN,CUC,1800,2727,0
VEN,CUC,5,475,0
VEN,CUC,215,731,0
VEN,CUC,1080,11880,0
VEN,CUC,32000,5920,0
VEN,CUC,3836,15390,0
VEN,CUC,153341,425254,0
VEN,CUC,55481,200193,0
VEN,CUC,14102,72518,0
VEN,CUC,26177,89097,0
VEN,CUC,8640,18876,0
VEN,CUC,21504,33718,0
VEN,CUC,1080,1799,0
VEN,CUC,2390,26271,0
VEN,CUC,4284,3712,0
VEN,CUC,29887,81815,0
VEN,CUC,14343,52589,0
VEN,CUC,1524,6484,0
VEN,CUC,115,750,0
VEN,CUC,216,1380,0
VEN,CUC,66610,54646,0
VEN,CUC,30360,25545,0
VEN,CUC,4476,3321,0
VEN,CUC,6816,8842,0
VEN,CUC,116,685,0
VEN,CUC,79,635,0
VEN,CUC,496,17276,0
VEN,CUC,1238,4486,0
VEN,CUC,642,2061,0
VEN,CUC,276,2772,0
VEN,CUC,8,315,0
VEN,CUC,1476,5631,0
VEN,CUC,87550,238591,0
VEN,CUC,23044,85996,0
VEN,CUC,648,2070,0
VEN,CUC,4105,20112,0
VEN,CUC,22430,70852,0
VEN,CUC,7248,14723,0
VEN,CUC,2400,1680,0
VEN,CUC,24136,66411,0
VEN,CUC,13687,50357,0
VEN,CUC,87,418,0
VEN,CUC,610,3450,0
VEN,CUC,648,4228,0
VEN,CUC,230,1706,0
VEN,CUC,11,72,0
VEN,CUC,16800,15960,0
VEN,CUC,12000,11400,0
VEN,CUC,139,700,0
VEN,CUC,50,50,0
VEN,CUC,300,900,0
VEN,CUC,300,870,0
VEN,CUC,40,606,0
VEN,CUC,240,2078,0
VEN,CUC,25152,7489,0
VEN,CUC,360,2358,0
VEN,CUC,360,529,0
VEN,CUC,3744,1428,0
VEN,CUC,108,614,0
VEN,CUC,1,4,0
VEN,CUC,2,12,0
VEN,CUC,13,0,0
VEN,CUC,150,52,0
VEN,CUC,1470,3,0
VEN,CUC,950,10,0
VEN,CUC,0,0,0
VEN,CUC,10,0,0
VEN,CUC,200,2,0
VEN,CUC,2150,22,0
VEN,CUC,110,0,0
VEN,CUC,33,2,0
VEN,CUC,17,3,0
VEN,CUC,50,50,0
VEN,CUC,250,3,0
VEN,CUC,2427,12003,0
VEN,CUC,3480,8740,0
VEN,CUC,6060,4610,0
VEN,CUC,20400,28094,0
VEN,CUC,108,25983,0
VEN,CUC,14,3941,0
VEN,CUC,112,33174,0
VEN,CUC,900,33515,0
VEN,CUC,3840,3644,0
VEN,CUC,32,52,0
VEN,CUC,186,2876,0
VEN,CUC,240,1608,0
VEN,CUC,1680,5098,0
VEN,CUC,840,4005,0
VEN,CUC,564,3017,0
VEN,CUC,186,753,0
VEN,CUC,4072,2180,0
VEN,CUC,144,451,0
VEN,CUC,520,2138,0
VEN,CUC,672,2635,0
VEN,CUC,2592,3571,0
VEN,CUC,120,460,0
VEN,CUC,210,11329,0
VEN,CUC,320,14098,0
VEN,CUC,12,460,0
VEN,CUC,840,3064,0
VEN,CUC,186,968,0
VEN,CUC,45,626,0
VEN,CUC,9084,8689,0
VEN,CUC,408,821,0
VEN,CUC,21150,9182,0
VEN,CUC,5400,4649,0
VEN,CUC,19,200,0
VEN,CUC,360,3315,0
VEN,CUC,230,2976,0
VEN,CUC,1120,17344,0
VEN,CUC,35000,16800,0
VEN,CUC,560000,263900,0
VEN,CUC,83000,175960,0
VEN,CUC,25000,53000,0
VEN,CUC,6161,29147,0
VEN,CUC,9720,14580,0
VEN,CUC,11880,17820,0
VEN,CUC,100,7500,0
VEN,CUC,11,133,0
VEN,CUC,38,458,0
VEN,CUC,4,49,0
VEN,CUC,4913,28542,0
VEN,CUC,50,65,0
VEN,CUC,10,10,0
VEN,CUC,10,7,0
VEN,CUC,90,292,0
VEN,CUC,4,45,0
VEN,CUC,1,9,0
VEN,CUC,500,166,0
VEN,CUC,40,14,0
VEN,CUC,28800,23904,0
VEN,CUC,1,87,0
VEN,CUC,50,179,0
VEN,CUC,31000,31350,0
VEN,CUC,3,36,0
VEN,CUC,31300,63210,0
VEN,CUC,10,28,0
VEN,CUC,1,5400,0
VEN,CUC,40,43,0
VEN,CUC,120,96,0
VEN,CUC,40,43,0
VEN,CUC,30,3064,0
VEN,CUC,1170,62384,0
VEN,CUC,518,1274,0
VEN,CUC,2409,7431,0
VEN,CUC,20,204,0
VEN,CUC,20,34,0
VEN,CUC,50,51,0
VEN,CUC,10,129,0
VEN,CUC,10,191,0
VEN,CUC,175000,81900,0
VEN,CUC,11404,60359,0
VEN,CUC,14400,11952,0
VEN,CUC,1,16300,0
VEN,CUC,2,9900,0
VEN,CUC,80184,38826,0
VEN,CUC,19440,12956,0
VEN,CUC,28112,281,0
VEN,CUC,50,5,0
VEN,CUC,74,389,0
VEN,CUC,146741,122045,0
VEN,CUC,2676,1846,0
VEN,CUC,101,257,0
VEN,CUC,140000,89292,0
VEN,CUC,12000,22308,0
VEN,CUC,55000,88000,0
VEN,CUC,210440,296360,0
VEN,CUC,1536,7495,0
VEN,CUC,9622,38428,0
VEN,CUC,77500,137646,0
VEN,CUC,30720,31296,0
VEN,CUC,32889,12813,0
VEN,CUC,209000,74309,0
VEN,CUC,94320,3773,0
VEN,CUC,2400,1305,0
VEN,CUC,1455,500,0
VEN,CUC,1347,142343,0
VEN,CUC,986,54589,0
VEN,CUC,5000,4493,0
VEN,CUC,35725,46612,0
VEN,CUC,28800,8957,0
VEN,CUC,8360,2872,0
VEN,CUC,1672,2562,0
VEN,CUC,5042,3728,0
VEN,CUC,9405,12970,0
VEN,CUC,961,5626,0
VEN,CUC,125,2346,0
VEN,CUC,125,2050,0
VEN,CUC,30,345,0
VEN,CUC,20160,33600,0
VEN,CUC,5789,11393,0
VEN,CUC,24,336,0
VEN,CUC,331,290,0
VEN,CUC,30345,43276,0
VEN,CUC,286,1530,0
VEN,CUC,1710,12480,0
VEN,CUC,103,367,0
VEN,CUC,200,248,0
VEN,CUC,840,280,0
VEN,CUC,40468,16892,0
VEN,CUC,45604,13398,0
VEN,CUC,1,80,0
VEN,CUC,4494,3756,0
VEN,CUC,29,3092,0
VEN,CUC,5540,18614,0
VEN,CUC,12767,2944,0
VEN,CUC,2000,4846,0
VEN,CUC,540,354,0
VEN,CUC,432,156,0
VEN,CUC,12,9378,0
VEN,CUC,5,3503,0
VEN,CUC,19,12499,0
VEN,CUC,45,27482,0
VEN,CUC,460,2300,0
VEN,CUC,854,908,0
VEN,CUC,613,1032,0
VEN,CUC,9298,10978,0
VEN,CUC,6510,8430,0
VEN,CUC,7026,9328,0
VEN,CUC,400,300,0
VEN,CUC,170,4518,0
VEN,CUC,2218,5488,0
VEN,CUC,74229,53566,0
VEN,CUC,124,2943,0
VEN,CUC,4000,100,0
VEN,CUC,34400,3200,0
VEN,CUC,123,406,0
VEN,CUC,1050,3255,0
VEN,CUC,303,611,0
VEN,CUC,188,750,0
VEN,CUC,2695,5031,0
VEN,CUC,12,10,0
VEN,CUC,1408,7132,0
VEN,CUC,253,1516,0
VEN,CUC,69,237,0
VEN,CUC,240,508,0
VEN,CUC,3000,1720,0
VEN,CUC,2121,4943,0
VEN,CUC,1926,3077,0
VEN,CUC,1200,224,0
VEN,CUC,1649,3971,0
VEN,CUC,2446,4960,0
VEN,CUC,3785,26129,0
VEN,CUC,466,2010,0
VEN,CUC,9,43,0
VEN,CUC,3,19,0
VEN,CUC,1560,988,0
VEN,CUC,3000,38250,0
VEN,CUC,5000,56000,0
VEN,CUC,200,758,0
VEN,CUC,4320,3908,0
VEN,CUC,1630,1273,0
VEN,CUC,16838,88520,0
VEN,CUC,40,480,0
VEN,CUC,126,11893,0
VEN,CUC,379680,10506,0
VEN,CUC,1730,1757,0
VEN,CUC,339,424,0
VEN,CUC,33904,37488,0
VEN,CUC,6028,6888,0
VEN,CUC,3481,3168,0
VEN,CUC,30037,27365,0
VEN,CUC,17084,26117,0
VEN,CUC,14409,16782,0
VEN,CUC,2160,1200,0
VEN,CUC,2804,5612,0
VEN,CUC,2,1600,0
VEN,CUC,1,200,0
VEN,CUC,5000,200,0
VEN,CUC,624,4664,0
VEN,CUC,2406,756,0
VEN,CUC,12,25808,0
VEN,CUC,828,10304,0
VEN,CUC,4,500,0
VEN,CUC,10,700,0
VEN,CUC,32,712,0
VEN,CUC,291,44850,0
VEN,CUC,10,166,0
VEN,CUC,1937,1984,0
VEN,CUC,13,2470,0
VEN,CUC,89,57472,0
VEN,CUC,200,486,0
VEN,CUC,2,50,0
VEN,CUC,96,184,0
VEN,CUC,40092,12355,0
VEN,CUC,261600,5450,0
VEN,CUC,4000,8652,0
VEN,CUC,32220,42330,0
VEN,CUC,33000,28600,0
VEN,CUC,8000,16440,0
VEN,CUC,22800,22536,0
VEN,CUC,39200,38370,0
VEN,CUC,3200,3304,0
VEN,CUC,4690,4631,0
VEN,CUC,3200,2856,0
VEN,CUC,25437,21906,0
VEN,CUC,4703,62929,0
VEN,CUC,20160,33600,0
VEN,CUC,12775,14219,0
VEN,CUC,4000,4712,0
VEN,CUC,4225,7019,0
VEN,CUC,157,648,0
VEN,CUC,3360,18510,0
VEN,CUC,34,3530,0
VEN,CUC,2560,1760,0
VEN,CUC,1920,979,0
VEN,CUC,10,687,0
VEN,CUC,80,210,0
VEN,CUC,2692,5817,0
VEN,CUC,387,1953,0
VEN,CUC,221,817,0
VEN,CUC,3007,8440,0
VEN,CUC,782,6097,0
VEN,CUC,487,2010,0
VEN,CUC,8473,48676,0
VEN,CUC,1800,2784,0
VEN,CUC,1680,3754,0
VEN,CUC,26500,71775,0
VEN,CUC,12,668,0
VEN,CUC,35,340,0
VEN,CUC,90,10728,0
VEN,CUC,275,1805,0
VEN,CUC,14400,13399,0
VEN,CUC,840,706,0
VEN,CUC,20,80,0
VEN,CUC,2,10,0
VEN,CUC,8040,7316,0
VEN,CUC,4720,4295,0
VEN,CUC,31874,34265,0
VEN,CUC,3360,2556,0
VEN,CUC,3102,2358,0
VEN,CUC,1677,1291,0
VEN,CUC,11355,11200,0
VEN,CUC,32220,46500,0
VEN,CUC,4075,19166,0
VEN,CUC,581,2929,0
VEN,CUC,4382,18986,0
VEN,CUC,37814,91586,0
VEN,CUC,2636,13923,0
VEN,CUC,53520,29993,0
VEN,CUC,17295,9725,0
VEN,CUC,45420,37419,0
VEN,CUC,972,7209,0
VEN,CUC,288,500,0
VEN,CUC,40,66,0
VEN,CUC,478,817,0
VEN,CUC,406,979,0
VEN,CUC,6486,26577,0
VEN,CUC,15600,10072,0
VEN,CUC,4000,2209,0
VEN,CUC,8700,6521,0
VEN,CUC,27324,28416,0
VEN,CUC,4561,4328,0
VEN,CUC,28852,28136,0
VEN,CUC,18162,36043,0
VEN,CUC,4056,9569,0
VEN,CUC,134197,243815,0
VEN,CUC,450,1483,0
VEN,CUC,74282,154560,0
VEN,CUC,40000,18800,0
VEN,CUC,1421,5868,0
VEN,CUC,2239,16112,0
VEN,CUC,90,1671,0
VEN,CUC,39,57350,0
VEN,CUC,28000,44240,0
VEN,CUC,40000,18800,0
VEN,CUC,13417,38059,0
VEN,CUC,511,6245,0
VEN,CUC,25500,13770,0
VEN,CUC,168444,437026,0
VEN,CUC,10132,24496,0
VEN,CUC,30254,80076,0
VEN,CUC,18000,30420,0
VEN,CUC,2047,12552,0
VEN,CUC,49510,104901,0
VEN,CUC,39093,33116,0
VEN,CUC,14090,9399,0
VEN,CUC,1920,8102,0
VEN,CUC,17821,28206,0
VEN,CUC,117960,76018,0
VEN,CUC,5896,17570,0
VEN,CUC,319140,143613,0
VEN,CUC,4136,34009,0
VEN,CUC,2,348,0
VEN,CUC,511,2836,0
VEN,CUC,18198,41504,0
VEN,CUC,1038,2469,0
VEN,CUC,7551,19038,0
VEN,CUC,279270,125672,0
VEN,CUC,1350,6054,0
VEN,CUC,113,635,0
VEN,CUC,840,5762,0
VEN,CUC,310,1254,0
VEN,CUC,325,3854,0
VEN,CUC,3900,70486,0
VEN,CUC,2260,17009,0
VEN,CUC,16079,34057,0
VEN,CUC,2100,6407,0
VEN,CUC,17867,16399,0
VEN,CUC,15017,6699,0
VEN,CUC,105,1120,0
VEN,CUC,2100,14705,0
VEN,CUC,2034,2911,0
VEN,CUC,675,5239,0
VEN,CUC,1876,7716,0
VEN,CUC,12317,26810,0
VEN,CUC,1560,7566,0
VEN,CUC,80,934,0
VEN,CUC,828,4066,0
VEN,CUC,36,120,0
VEN,CUC,252,1782,0
VEN,CUC,2314,18314,0
VEN,CUC,1296,22581,0
VEN,CUC,20,26,0
VEN,CUC,1,2,0
VEN,CUC,2,35,0
VEN,CUC,5,35,0
VEN,CUC,8,156,0
DEU,BOG,342,2193,0
DEU,BOG,841,5073,0
DEU,BOG,40,500,0
DEU,BOG,49,152,0
DEU,MDE,184,114,0
DEU,MDE,17,12,0
DEU,MDE,2,2,0
DEU,MDE,1940,2600,0
ABW,BOG,39,636,0
ABW,BOG,192,1697,0
ABW,BOG,63,3845,0
ABW,BOG,20,90,0
ABW,MDE,21,800,0
ABW,MDE,6,58,0
ABW,MDE,8,62,0
ABW,MDE,24,168,0
ABW,MDE,36,172,0
ABW,MDE,42,295,0
ABW,MDE,8,22,0
